Country,Time,ngdpsa,hdisa,gssa,compsa,emplsa,sharep,neer,tot,hpi,ir_mort,ir_cons,oecd,imfdeveloped,eu,ea
Transformation,,gr,gr,gr,gr,gr,gr,gr,gr,gr,n,n,n,n,n,n
SA,,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
Reciprocal,,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n
NLD,7/31/21,1.914124475,0.78,16.97588019,54.14430269,9313.208,151.4498,100.418333,100.3770487,147.374325,1.68,1.67,,,,
NLD,10/31/21,0.798697174,-1.38,16.97588019,54.14430269,9389.824,154.3798,100.418333,100.3770487,147.374325,1.65,1.63,,,,
NLD,1/31/22,0.517007219,1.82,12.69610685,52.53273133,9478.658,143.0765,98.5075,97.62882715,167.2262,1.67,1.82,,,,
NLD,4/30/22,1.84199198,0.05,12.69610685,52.53273133,9589.396,133.1793,98.5075,97.62882715,167.2262,1.89,2.01,,,,
NLD,7/31/22,-0.185737239,0.38,12.69610685,52.53273133,9587.03,131.6745,98.5075,97.62882715,167.2262,2.43,2.33,,,,
NLD,10/31/22,0.86436159,-2.53,12.69610685,52.53273133,9692.814,131.4245,98.5075,97.62882715,167.2262,3.06,2.82,,,,
NLD,1/31/23,-0.432351603,2.76,,,9739.498,143.5438,,,,3.51,3.85,,,,
NLD,4/30/23,-0.314952389,-1.17,,,9775.583,144.0658,,,,3.68,3.71,,,,
USA,4/30/18,0.697342921,0.76,7.82418552,55.48669856,155575.3,118.1016,95.026666,102.51374,147.388575,4.58,10.22,,,,
USA,7/31/18,0.722035914,0.84,7.82418552,55.48669856,155888.3,121.0241,95.026666,102.51374,147.388575,4.54,10.31,,,,
USA,10/31/18,0.181783198,0.82,7.82418552,55.48669856,156643,113.901,95.026666,102.51374,147.388575,4.86,10.08,,,,
USA,1/31/19,0.54271061,1.09,9.133134073,55.65811481,156730.7,115.5575,98.1925,103.6778315,153.195025,4.46,10.65,,,,
USA,4/30/19,0.67300894,-0.22,9.133134073,55.65811481,156887,119.9513,98.1925,103.6778315,153.195025,4.2,10.36,,,,
USA,7/31/19,0.889966473,0.53,9.133134073,55.65811481,157869.7,121.1577,98.1925,103.6778315,153.195025,3.75,10.63,,,,
